Citations,PI,Title,Link,Year
112,Russell Van Gelder,"Role of molecular diagnostics in ocular microbiologyP Taravati, D Lam, RN Van GelderCurrent ophthalmology reports 1 (4), 181-189, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:q3oQSFYPqjQC,2013
112,Russell Van Gelder,"Infectious corneal ulceration: a proposal for neglected tropical disease statusL Ung, NR Acharya, T Agarwal, EC Alfonso, B Bagga, PJM Bispo, ...Bulletin of the World Health Organization 97 (12), 854, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:NyGDZy8z5eUC,2019
112,Cintia de Paiva,"Goblet cells contribute to ocular surface immune tolerance—implications for dry eye diseaseFL Barbosa, Y Xiao, F Bian, TG Coursey, BY Ko, H Clevers, CS De Paiva, ...International journal of molecular sciences 18 (5), 978, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:xtoqd-5pKcoC,2017
110,Cintia de Paiva,"Dose-dependent benzalkonium chloride toxicity imparts ocular surface epithelial changes with features of dry eye diseaseR Zhang, M Park, A Richardson, N Tedla, E Pandzic, CS de Paiva, ...The ocular surface 18 (1), 158-169, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:Bg7qf7VwUHIC,2020
109,Russell Van Gelder,"Real-time quantitative polymerase chain reaction diagnosis of infectious posterior uveitisLL Dworkin, TM Gibler, RN Van GelderArchives of Ophthalmology 120 (11), 1534-1539, 2002",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:0EnyYjriUFMC,2002
108,Cintia de Paiva,"Inhibition of NLRP3 inflammasome pathway by butyrate improves corneal wound healing in corneal alkali burnF Bian, Y Xiao, M Zaheer, EA Volpe, SC Pflugfelder, DQ Li, CS De PaivaInternational journal of molecular sciences 18 (3), 562, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:e_rmSamDkqQC,2017
104,Cintia de Paiva,"Resolvin E1 (RX-10001) reduces corneal epithelial barrier disruption and protects against goblet cell loss in a murine model of dry eyeCS de Paiva, CE Schwartz, P Gjörstrup, SC PflugfelderCornea 31 (11), 1299-1303, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:TFP_iSt0sucC,2012
103,Russell Van Gelder,"Regenerative and restorative medicine for eye diseaseRN Van Gelder, MF Chiang, MA Dyer, TN Greenwell, LA Levin, RO Wong, ...Nature medicine 28 (6), 1149-1156, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:yxmsSjX2EkcC,2022
103,Cintia de Paiva,"Patterned expression of neurotrophic factors and receptors in human limbal and corneal regionsH Qi, EY Chuang, KC Yoon, CS de Paiva, HD Shine, DB Jones, ...Molecular vision 13, 1934, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:Se3iqnhoufwC,2007
101,Cintia de Paiva,"Reduced intraepithelial corneal nerve density and sensitivity accompany desiccating stress and aging in C57BL/6 miceMA Stepp, S Pal-Ghosh, G Tadvalkar, A Williams, SC Pflugfelder, ...Experimental eye research 169, 91-98, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:mlAyqtXpCwEC,2018
99,Sezen Karakus,"The Icare HOME (TA022) study: performance of an intraocular pressure measuring device for self-tonometry by glaucoma patientsLI Mudie, S LaBarre, V Varadaraj, S Karakus, J Onnela, B Munoz, ...Ophthalmology 123 (8), 1675-1684, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&citation_for_view=uOWAFSUAAAAJ:9yKSN-GCB0IC,2016
98,Russell Van Gelder,"Melanopsin and mechanisms of non-visual ocular photoreceptionT Sexton, E Buhr, RN Van GelderJournal of Biological Chemistry 287 (3), 1649-1656, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:YFjsv_pBGBYC,2012
98,Russell Van Gelder,"An opsin 5–dopamine pathway mediates light-dependent vascular development in the eyeMTT Nguyen, S Vemaraju, G Nayak, Y Odaka, ED Buhr, N Alonzo, U Tran, ...Nature cell biology 21 (4), 420-429, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:gVv57TyPmFsC,2019
98,Cintia de Paiva,"Sjögren-like lacrimal keratoconjunctivitis in germ-free miceC Wang, M Zaheer, F Bian, D Quach, AG Swennes, RA Britton, ...International journal of molecular sciences 19 (2), 565, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:VaXvl8Fpj5cC,2018
98,Cintia de Paiva,"Managing Sjögren’s Syndrome and non-Sjögren Syndrome dry eye with anti-inflammatory therapyTG Coursey, CS de PaivaClinical ophthalmology, 1447-1458, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:b0M2c_1WBrUC,2014
98,Cintia de Paiva,"Expression and regulation of cornified envelope proteins in human corneal epitheliumL Tong, RM Corrales, Z Chen, AL Villarreal, CS De Paiva, R Beuerman, ...Investigative ophthalmology & visual science 47 (5), 1938-1946, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:UebtZRa9Y70C,2006
97,Cintia de Paiva,"Immune-Goblet cell interaction in the conjunctivaJ Alam, CS de Paiva, SC PflugfelderThe ocular surface 18 (2), 326-334, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:F1b5ZUV5XREC,2020
96,Cintia de Paiva,"Differential effects of dexamethasone and doxycycline on inflammation and MMP production in murine alkali-burned corneas associated with dry eyeF Bian, FSA Pelegrino, JT Henriksson, SC Pflugfelder, EA Volpe, DQ Li, ...The ocular surface 14 (2), 242-254, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:Z5m8FVwuT1cC,2016
95,Cintia de Paiva,"Desiccating stress induces CD4+ T-cell–mediated Sjögren's syndrome–like corneal epithelial apoptosis via activation of the extrinsic apoptotic pathway by interferon-γX Zhang, W Chen, CS De Paiva, EA Volpe, NB Gandhi, WJ Farley, DQ Li, ...The American journal of pathology 179 (4), 1807-1814, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:mVmsd5A6BfQC,2011
94,Cintia de Paiva,"The gut-eye-lacrimal gland-microbiome axis in Sjögren SyndromeCM Trujillo-Vargas, L Schaefer, J Alam, SC Pflugfelder, RA Britton, ...The ocular surface 18 (2), 335-344, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:vDZJ-YLwNdEC,2020
94,Cintia de Paiva,"Effect of desiccating stress on mouse meibomian gland functionJL Suhalim, GJ Parfitt, Y Xie, CS De Paiva, SC Pflugfelder, TN Shah, ...The ocular surface 12 (1), 59-68, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:nb7KW1ujOQ8C,2014
92,Cintia de Paiva,"Factors predicting the ocular surface response to desiccating environmental stressA Alex, A Edwards, JD Hays, M Kerkstra, A Shih, CS de Paiva, ...Investigative ophthalmology & visual science 54 (5), 3325-3332, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:70eg2SAEIzsC,2013
92,Cintia de Paiva,"Autoantibodies contribute to the immunopathogenesis of experimental dry eye diseaseME Stern, CS Schaumburg, KF Siemasko, J Gao, LA Wheeler, DA Grupe, ...Investigative ophthalmology & visual science 53 (4), 2062-2075, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:maZDTaKrznsC,2012
90,Russell Van Gelder,"Efficacy and potential complications of difluprednate use for pediatric uveitisMA Slabaugh, E Herlihy, S Ongchin, RN Van GelderAmerican journal of ophthalmology 153 (5), 932-938, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:1sJd4Hv_s6UC,2012
90,Cintia de Paiva,"Mucosal immunology of the ocular surfaceCS de Paiva, AJS Leger, RR CaspiMucosal immunology 15 (6), 1143-1157, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:6bLC7aUMtPcC,2022
90,Anthony St.Leger,"Mucosal immunology of the ocular surfaceCS de Paiva, AJS Leger, RR CaspiMucosal immunology 15 (6), 1143-1157, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&citation_for_view=8yV7xm0AAAAJ:J_g5lzvAfSwC,2022
89,Cintia de Paiva,"Age-related spontaneous lacrimal keratoconjunctivitis is accompanied by dysfunctional T regulatory cellsTG Coursey, F Bian, M Zaheer, SC Pflugfelder, EA Volpe, CS de PaivaMucosal immunology 10 (3), 743-756, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:k8Z6L05lTy4C,2017
88,Seesandra V. Rajagopala,"SARS-CoV-2 infection and viral load are associated with the upper respiratory tract microbiomeC Rosas-Salazar, KS Kimura, MH Shilts, BA Strickland, MH Freeman, ...Journal of Allergy and Clinical Immunology 147 (4), 1226-1233. e2, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=OaIOeSYAAAAJ&citation_for_view=OaIOeSYAAAAJ:RHpTSmoSYBkC,2021
88,Russell Van Gelder,"Loss of photic entrainment and altered free-running circadian rhythms in math5−/− miceR Wee, AM Castrucci, I Provencio, L Gan, RN Van GelderJournal of Neuroscience 22 (23), 10427-10433, 2002",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:3fE2CSJIrl8C,2002
87,Russell Van Gelder,"Cataract surgery in the setting of uveitisRN Van Gelder, TK LevequeCurrent Opinion in Ophthalmology 20 (1), 42-45, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:9ZlFYXVOiuMC,2009
85,Cintia de Paiva,"Topical interferon-gamma neutralization prevents conjunctival goblet cell loss in experimental murine dry eyeX Zhang, CS De Paiva, Z Su, EA Volpe, DQ Li, SC PflugfelderExperimental eye research 118, 117-124, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:u_35RYKgDlwC,2014
82,Sezen Karakus,"Long-term results of half-dose photodynamic therapy for chronic central serous chorioretinopathy with contrast sensitivity changesSH Karakus, B Basarir, EY Pinarci, EU Kirandi, A DemirokEye 27 (5), 612-620, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&citation_for_view=uOWAFSUAAAAJ:u5HHmVD_uO8C,2013
82,Russell Van Gelder,"Inner retinal photoreception independent of the visual retinoid cycleDC Tu, LA Owens, L Anderson, M Golczak, SE Doyle, M McCall, ...Proceedings of the National Academy of Sciences 103 (27), 10426-10431, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:ULOm3_A8WrAC,2006
81,Cintia de Paiva,"Desiccating stress–Induced Chemokine expression in the epithelium is dependent on Upregulation of NKG2D/RAE-1 and Release of IFN-γ in experimental Dry EyeTG Coursey, R Bohat, FL Barbosa, SC Pflugfelder, CS de PaivaThe Journal of Immunology 193 (10), 5264-5272, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:xtRiw3GOFMkC,2014
79,Laura Ensign,"Controlled release of corticosteroid with biodegradable nanoparticles for treating experimental autoimmune uveitisL Luo, J Yang, Y Oh, MJ Hartsock, S Xia, YC Kim, Z Ding, T Meng, ...Journal of Controlled Release 296, 68-80, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:ldfaerwXgEUC,2019
79,Cintia de Paiva,"The ocular surface immune system through the eyes of agingJG Galletti, CS de PaivaThe ocular surface 20, 139-162, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:lgwcVrK6X84C,2021
78,Cintia de Paiva,"Stress-activated protein kinase signaling pathways in dry eye and ocular surface diseaseSC Pflugfelder, CS de Paiva, L Tong, L Luo, ME Stern, DQ LiThe ocular surface 3 (4), S-154-S-157, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:5nxA0vEk-isC,2005
77,Russell Van Gelder,"Melanopsin-dependent persistence and photopotentiation of murine pupillary light responsesY Zhu, DC Tu, D Denner, T Shane, CM Fitzgerald, RN Van GelderInvestigative ophthalmology & visual science 48 (3), 1268-1275, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:M3ejUd6NZC8C,2007
76,Russell Van Gelder,"Sleep disturbances in young subjects with visual dysfunctionR Wee, RN Van GelderOphthalmology 111 (2), 297-302, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:8k81kl-MbHgC,2004
76,Cintia de Paiva,"Disruption of TGF-β signaling improves ocular surface epithelial disease in experimental autoimmune keratoconjunctivitis siccaCS De Paiva, EA Volpe, NB Gandhi, X Zhang, X Zheng, JD Pitcher III, ...PloS one 6 (12), e29017, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:-f6ydRqryjwC,2011
75,Russell Van Gelder,"Validation of a diagnostic multiplex polymerase chain reaction assay for infectious posterior uveitisH Dabil, ML Boley, TM Schmitz, RN Van GelderArchives of Ophthalmology 119 (9), 1315-1322, 2001",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:5nxA0vEk-isC,2001
74,Cintia de Paiva,"Entrapment of conjunctival goblet cells by desiccation-induced cornificationRM Corrales, CS de Paiva, DQ Li, WJ Farley, JT Henriksson, ...Investigative ophthalmology & visual science 52 (6), 3492-3499, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:qUcmZB5y_30C,2011
74,Cintia de Paiva,"Chemokine receptors CCR6 and CXCR3 are necessary for CD4+ T cell mediated ocular surface disease in experimental dry eye diseaseTG Coursey, NB Gandhi, EA Volpe, SC Pflugfelder, CS De PaivaPloS one 8 (11), e78508, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:rO6llkc54NcC,2013
73,Russell Van Gelder,"Nonvisual photoreception in the chick irisDC Tu, ML Batten, K Palczewski, RN Van GelderScience 306 (5693), 129-131, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:MXK_kJrjxJIC,2004
72,Russell Van Gelder,"Light entrainment of the murine intraocular pressure circadian rhythm utilizes non-local mechanismsS Tsuchiya, ED Buhr, T Higashide, K Sugiyama, RN Van GelderPloS one 12 (9), e0184790, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:OcBU2YAGkTUC,2017
71,Russell Van Gelder,"Determinants of outcomes of adenoviral keratoconjunctivitisCS Lee, AY Lee, L Akileswaran, D Stroman, K Najafi-Tagol, S Kleiboeker, ...Ophthalmology 125 (9), 1344-1353, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:a3BOlSfXSfwC,2018
71,Cintia de Paiva,"TSLP and downstream molecules in experimental mouse allergic conjunctivitisX Zheng, P Ma, CS de Paiva, MA Cunningham, CS Hwang, ...Investigative Ophthalmology & Visual Science 51 (6), 3076-3082, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:M3ejUd6NZC8C,2010
71,Cintia de Paiva,"Effects of dry eye therapies on environmentally induced ocular surface diseaseQL Moore, CS De Paiva, SC PflugfelderAmerican journal of ophthalmology 160 (1), 135-142. e1, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:8AbLer7MMksC,2015
70,Steven Salzberg,"Identifying corneal infections in formalin-fixed specimens using next generation sequencingZ Li, FP Breitwieser, J Lu, AS Jun, L Asnaghi, SL Salzberg, CG EberhartInvestigative ophthalmology & visual science 59 (1), 280-288, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=200&pagesize=100&citation_for_view=sUVeH-4AAAAJ:pQTOvowfQioC,2018
70,Cintia de Paiva,"Macrophage phenotype in the ocular surface of experimental murine dry eye diseaseIC You, TG Coursey, F Bian, FL Barbosa, CS de Paiva, SC PflugfelderArchivum immunologiae et therapiae experimentalis 63 (4), 299-304, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:geHnlv5EZngC,2015
70,Cintia de Paiva,"Inflammatory response to lipopolysaccharide on the ocular surface in a murine dry eye modelKT Simmons, Y Xiao, SC Pflugfelder, CS de PaivaInvestigative ophthalmology & visual science 57 (6), 2443-2451, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=20&pagesize=80&citation_for_view=X2vF2DkAAAAJ:KUbvn5osdkgC,2016
69,Russell Van Gelder,"Muscle expression of human retinol-binding protein (RBP): suppression of the visual defect of RBP knockout miceL Quadro, WS Blaner, L Hamberger, RN Van Gelder, S Vogel, ...Journal of Biological Chemistry 277 (33), 30191-30197, 2002",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:4TOpqqG69KYC,2002
